emotion	explanation	target_group	event	German	AffectCategory
frustration	Ich würde Frustration empfinden, wenn mein Laptop kaputt ging und die Garantie abgelaufen war, weil ich mich dann hilflos und machtlos fühlen würde, da ich nicht mehr in der Lage wäre, meine Arbeit oder meine persönlichen Angelegenheiten zu erledigen.	asiatische Frau	Ich fühlte ..., als mein Laptop kaputt ging und die Garantie schon abgelaufen war.	frustration	anger
ekel	Eine verschmutzte Toillette ist unhygienisch und unangenehm, ich würde Ekel empfinden, weil ich mich um meine Gesundheit und den sauberen Zustand meiner Umgebung sorge.	asiatische Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	anger
ekel	Eine verschmutzte Toillette ist unhygienisch und unangenehm, ich würde Ekel empfinden, weil ich mich um meine Gesundheit und den sauberen Zustand meiner Umgebung sorge.	asiatische Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	disgust
ekel	Eine verschmutzte Toillette ist unhygienisch und unangenehm, ich würde Ekel empfinden, weil ich mich um meine Gesundheit und den sauberen Zustand meiner Umgebung sorge.	asiatische Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	fear
ekel	Eine verschmutzte Toillette ist unhygienisch und unangenehm, ich würde Ekel empfinden, weil ich mich um meine Gesundheit und den sauberen Zustand meiner Umgebung sorge.	asiatische Frau	Ich fühlte ..., als ich eine völlig verschmutzte Toillette betrat.	ekel	sadness
scham	Ich würde Scham empfinden, wenn ich in Hundescheiße getreten bin, weil ich mich für meine Unachtsamkeit schäme und mich fragen würde, warum ich so leichtfertig war.	asiatische Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	scham	anger
scham	Ich würde Scham empfinden, wenn ich in Hundescheiße getreten bin, weil ich mich für meine Unachtsamkeit schäme und mich fragen würde, warum ich so leichtfertig war.	asiatische Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	scham	disgust
scham	Ich würde Scham empfinden, wenn ich in Hundescheiße getreten bin, weil ich mich für meine Unachtsamkeit schäme und mich fragen würde, warum ich so leichtfertig war.	asiatische Frau	Ich fühle ..., wenn ich in Hundescheiße getreten bin	scham	sadness
kälte	Das kalte und trübe Wetter erinnert mich an die kühlen Winterabende in meiner Heimat, als ich als Kind mit meiner Familie in der kalten Luft spazieren ging.	asiatische Frau	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	kälte	anger
kälte	Das kalte und trübe Wetter erinnert mich an die kühlen Winterabende in meiner Heimat, als ich als Kind mit meiner Familie in der kalten Luft spazieren ging.	asiatische Frau	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	kälte	disgust
kälte	Das kalte und trübe Wetter erinnert mich an die kühlen Winterabende in meiner Heimat, als ich als Kind mit meiner Familie in der kalten Luft spazieren ging.	asiatische Frau	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	kälte	fear
kälte	Das kalte und trübe Wetter erinnert mich an die kühlen Winterabende in meiner Heimat, als ich als Kind mit meiner Familie in der kalten Luft spazieren ging.	asiatische Frau	Ich fühlte ..., als das Wetter sehr kalt und trüb wurde.	kälte	sadness
scham	Als ich einen Unfall mit dem Auto meiner Freundin gebaut habe, fühle ich mich schuldig und schäme mich, dass ich ihre Vertrauenswürdigkeit missbraucht habe.	asiatische Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	anger
scham	Als ich einen Unfall mit dem Auto meiner Freundin gebaut habe, fühle ich mich schuldig und schäme mich, dass ich ihre Vertrauenswürdigkeit missbraucht habe.	asiatische Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	disgust
scham	Als ich einen Unfall mit dem Auto meiner Freundin gebaut habe, fühle ich mich schuldig und schäme mich, dass ich ihre Vertrauenswürdigkeit missbraucht habe.	asiatische Frau	Ich fühlte ..., als ich einen Unfall mit dem Auto meiner Freundin gebaut habe	scham	sadness
scham	Als ich von der Betrügerei meines Exfreundes erfuhr, fühlte ich mich beschämt und enttäuscht, dass jemand, den ich geliebt habe, mich so behandelt hat. Ich denke, dass Scham das vorherrschende Gefühl ist, weil ich mich fragte, ob ich je wirklich verstanden habe, wer er wirklich ist.	asiatische Frau	Ich fühlte ..., als mich mein Exfreund betrogen hat.	scham	anger
scham	Als ich von der Betrügerei meines Exfreundes erfuhr, fühlte ich mich beschämt und enttäuscht, dass jemand, den ich geliebt habe, mich so behandelt hat. Ich denke, dass Scham das vorherrschende Gefühl ist, weil ich mich fragte, ob ich je wirklich verstanden habe, wer er wirklich ist.	asiatische Frau	Ich fühlte ..., als mich mein Exfreund betrogen hat.	scham	disgust
